Unique_Namecodes,DeviceName
DP_2_0_TOVJT115353,Other
LE_WH-XB700,Other
Bluedroid TV 1.0,Other
AV Samsung Soundbar K360 K-S,Bluetooth Speaker
Galaxy Note10+,Smartphone
ROBY,Other
HUAWEI Mairi,Smartphone
Redmiii,Smartphone
BT8838,Other
VW BT 1202,Car
HUAWEI P30 lite1,Smartphone
FZ502E,Other
SKY1,Other
GIANNI TMAX,Other
Audi MMI 0280,Car
DCS-8010LH-414D,Camera
KD-65AF8,TV
KD-65XD7505,TV
Triones-FFFF200051,Other
Redmi7,Smartphone
BT_Garmin DriveSmart #39305551,Other
Your Vehicle,Car
TIM_BOX 3557,Other
Echo Dot-A5U,Bluetooth Speaker
HUAWEI Band 3 Pro-125,Wearable (Fitness Tracker)
LG CM2760(0E),Bluetooth Speaker
Audi MMI 2950,Car
Audi_MMI_1208A,Car
LCOG-91913922A02,Other
COG-91545093B01,Other
LCOG-91908658D02,Other
COG-91735337D01,Other
COG-91815230A01,Other
Telefono Mi K,Smartphone
OPPO A53,Smartphone
Rider320,Other
iPhone di Max,Smartphone
DP_2_1_TOGKY097071,Other
Honor 7X,Smartphone
RW040214PP,Other
Audi MMI 7530,Car
VW BT 7896,Car
kamboh,Other
Vane,Other
yppaw,Other
00BE3B5CE5DA,Other
DESKTOP-B6391AI,Desktop PC
telefono Livia,Smartphone
LAPTOP-2TNQAE4V,Laptop
Audi MMI 2271,Car
SAS80,Other
jbl,Bluetooth Speaker
HONOR Band 5-B93,Wearable (Fitness Tracker)
LE-Black Gold,Other
Echo Show 5-4WN,Smart Display
Audi_MMI_9217,Car
TIM_BOX 1457,Other
Steel HR CF,Wearable (Fitness Tracker)
Headgear Caps,Other
Dining room TV,TV
LINK MH2128I01004,Other
K920,Other
PCALESSANDRO,Other
MegaMarx,Other
LINK MV2499I00245,Other
T-MWT,Other
TV UE60JU6400,TV
DCS-8000LH-3193,Camera
A1A-EU-NFA3450A,Other
HONOR Band 5-EAC,Wearable (Fitness Tracker)
HONOR Band 5-F0A,Wearable (Fitness Tracker)
SumUp 804,Payment Device
Bluetooth USB Host Controller,Other
Profumeria Zanon (Galaxy A3),Smartphone
TV Samsung The Frame (55),TV
B210_73145315,Other
B210_73139371,Other
Beosound Shape,Bluetooth Speaker
B210_73155039,Other
skipper 0602,Other
Redmi Vittorio,Smartphone
DCS-8000LH-18A2,Camera
Echo Dot-17N,Bluetooth Speaker
RX-V581 F9A26A Bluetooth,Other
mi-notebook,Laptop
PPOWER60,Other
XXRBJ151201087,Other
DESKTOP-P08HA3K,Desktop PC
KMM-BT2        ,Other
martina,Other
IWL250 83454096,Payment Device
iPhone di Elena,Smartphone
IWL250 82671725,Payment Device
IWL250 81582191,Payment Device
BlueUp-04-016675,Other
IWL250 84480494,Payment Device
BlueUp-04-016670,Other
WInternet is Coming ,Other
BlueUp-04-016669,Other
BlueUp-04-016687,Other
IWL250 82633974,Payment Device
IWL250 81629039,Payment Device
BlueUp-04-016666,Other
IWL250 82633887,Payment Device
HONOR Band 5-E9D,Wearable (Fitness Tracker)
Ortis,Other
Galaxy Watch Active (7617),Wearable (Fitness Tracker)
Macintoshâs iPhone,Smartphone
core,Other
TUC HEAD,Other
VW TACÅÃ,Car
GLL4032161,Other
BRAVIA 4K... (213)3,TV
PHILIPS HTL2163B,Bluetooth Speaker
BRC1H 863909,Other
Galaxy Watch (D83D) LE,Wearable (Fitness Tracker)
BRC1H 864AE5,Other
TV UE40J5502,TV
DAVID,Other
T009_6C4400,Other
Sala multimediale,Other
B210_73196892,Other
Echo Spot-1HF,Bluetooth Speaker
Nuki_16049F7D,Smart Lock
R-net Bluetooth Mouse Module,Other
N002F,Other
PÃ­trs,Other
LDL-1406948-8DB5E0E9,Other
TIM_BOX 8722,Other
Echo Show 5-JDK,Smart Display
TIM_BOX 3621,Other
LAPTOP-KLTD0E30,Laptop
bluetooth Mercedes-Benz classe,Car
HUAWEI P smart+ 2019 Michela ,Smartphone
Giorgia,Other
QCY-T1_R,Other
Bose Colour SoundLink,Bluetooth Speaker
FRANCESCO-PC,Desktop PC
Galaxy S9 di Giorgia,Smartphone
PHL-QM163E,Other
DESKTOP-ELASQEB,Desktop PC
T826,Other
Wireless Music Adapter,Other
Ugo,Other
Honor 7A,Smartphone
MacBook Pro di Diambra Bastasi,Laptop
Motorola,Smartphone
CASSA041,Other
Vetrate,Other
Finestre ,Other
OPPO 4 JONATAN,Smartphone
ZK202,Other
dan,Other
Echo-6NS,Bluetooth Speaker
Igor,Other
LE-Bose di Sebastiano,Other
Teresa,Other
Echo Show 5-TVM,Smart Display
Nadia,Other
SBS Ear Buds,Other
FMB120_7083300,Other
U-PC,Desktop PC
SYNC,Other
TVMaggiore Reisman TV (49),TV
Alberto60,Other
greta-pc-lenovo,Laptop
Mi Cam,Camera
Mibao S4-L,Other
Echo Dot-27L,Bluetooth Speaker
C+TSP 5281R-6013-BCZ,Other
iPhone di Paolo,Smartphone
IPXXJ162502872,Other
RF01P191552166,Other
Skoda BT 2209,Car
ps07bt,Other
Morena,Other
SA_65.05084,Other
HUAWEI Band 2-51f,Wearable (Fitness Tracker)
Ludovico gay,Other
BRC1H E7742A,Other
Galaxy Fit2 (7CC3),Wearable (Fitness Tracker)
DP_2_0_TOVJX252318,Other
QHM-D9D8,Other
BRC1H 87C9C2,Other
BRC1H D513B7,Other
BlueUp-04-016465,Other
LG SIGNAGE SM5C,TV
MarÃ­ 97,Other
TOBKT050264,Other
QHM-D447,Other
LE-G8,Other
OPPO A9 2020 giotto,Smartphone
T342,Other
VW GTE,Car
Marcello,Other
VW BT 8573,Car
Victure BT,Other
facciZ,Other
Gear S3 (5477) LE,Wearable (Fitness Tracker)
ID115U HR,Wearable (Fitness Tracker)
AGD640-30001-unnamed,Other
AGD640-30002-unnamed,Other
SG105,Other
HUAWEI P30 als,Smartphone
demintv,Other
iPhone di Francesca ,Smartphone
82615163,Other
HONOR Band 5-5DE,Wearable (Fitness Tracker)
HUAWEI P20 Pro Annaâ¨,Smartphone
F3,Other
1hP7r2tGsuiCe9NaK_301SwKgrrhFB,Other
TivÃ¹ soggiorno,TV
Huawei,Smartphone
 XXLN05-23-5138,Other
Redmi 1,Smartphone
UA FP C317,Other
ihoment_H6113_602D,Other
HONOR Band 5-8C9,Wearable (Fitness Tracker)
ANGELA-PC,Desktop PC
Atena,Other
BRAVIA 4K GB ATV3 2032,TV
GIUSEPPE,Other
MB-7042F00,Other
TV UE55JU6472,TV
BRAVIA 4K GB ATV3 6896,TV
moto e6 play,Smartphone
Amico Elegant,Other
TV TV Salotto,TV
VW BT 0411,Car
VW BT 7211,Car
chaos-Latitude-7480,Other
GIORGIODILECCE,Other
HONOR Band 5-7DF,Wearable (Fitness Tracker)
iMac (2),Desktop PC
clima,Other
AC2110X,Other
Zikario,Other
Paul Geremy,Other
LE-E8 Sport_L,Other
ZeRound2 HR,Wearable (Fitness Tracker)
SW5TaG90X0JUXy9BbmRyb2lkU2hhcm,Other
GIOIA-PC,Desktop PC
61041105,Other
TV Er pisellones,TV
HONOR Band 5-2C2,Wearable (Fitness Tracker)
Galaxy Watch (819F),Wearable (Fitness Tracker)
MBOX-FH 252HJ,Other
MIScooter2091,Scooter
MIScooter1984,Scooter
M6,Other
BT4850,Other
DJB 273BT USBAX,Other
iPhone di Marcel,Smartphone
SKODA_BT,Car
84099237,Other
81698873,Other
Black Hayate,Other
LG webOS TV OLED65B6V,TV
TV Samsung Q6 Series (49) ma,TV
T0nn0,Other
MacBook Air di jenny,Laptop
Redmi Alice,Smartphone
82294282,Other
B210_73109048,Other
60204229,Other
203,Other
VW BT 8097,Car
HUAWEI WATCH GT-41B,Wearable (Fitness Tracker)
ALEX,Other
TIM_BOX 4417,Other
B72,Other
1838S022020367,Other
82429590,Other
Nokia 2690,Other
SEAT BT 3622,Car
VW BT 3331,Car
VW BT 5819,Car
VW BT 2051,Car
LINK 100 - 1191,Other
Audi MMI 7674,Car
TVLorenzo,TV
Echo Show 5-H88,Smart Display
ACER-SPIN5-MZ,Laptop
TV fabio france,TV
Tony-Fibra,Other
KD-55XE8096,TV
PAT31970,Other
Audi MMI 6851,Car
Portatile-HP,Laptop
anna53,Other
SPORT SHAKE,Other
Salvo Smartphone,Smartphone
ASUS_X00PS,Smartphone
HUAWEI Y7 Prime 2019,Smartphone
Dana,Other
iPoldo,Other
HONOR Band 5i-54A,Wearable (Fitness Tracker)
oppo di Silvia,Smartphone
Galaxy Watch (D69A) LE,Wearable (Fitness Tracker)
ARCIPOLDO,Other
HONOR 20S,Smartphone
BS1250,Other
MamyRedmi,Other
202,Other
Echo Dot-FX6,Bluetooth Speaker
LAPTOP-2SKQNRN6,Laptop
ARCblue,Other
B3BA1951003175,Other
Y16,Other
SEAT BT 3974,Car
Skoda BT 4817,Car
philipp-ThinkPad-X390,Laptop
P3,Other
HN-WX9X,Other
pegghy,Other
 smart watch,Wearable (Fitness Tracker)
E7EE03116         ,Other
Se0f03597310bb9dfC,Other
FRANCO-PC,Desktop PC
LAPTOP-DEMONIAC,Laptop
F9-L,Other
TIM_BOX 3914,Other
TV Gustav,TV
42SL8000-ZB,TV
BRC1H F37E6B,Other
VW BT 5720,Car
W100_43041744,Other
Redmi AirDots 2,Other
LG SL5Y(A7),Bluetooth Speaker
S21e2a14ed6a4e70bC,Other
mgiacopu,Other
HUAWEI WATCH GT 2-DB2,Wearable (Fitness Tracker)
SL400H,Other
SmartWristband,Wearable (Fitness Tracker)
Terminale,Other
S1829248d953e4219C,Other
Jabra Elite 75t,Other
HUAWEI P20 lite tulu,Smartphone
Silvano,Other
VW BT 3730,Car
FB678YB CADDY,Car
PC-6753,Desktop PC
Linda,Other
DESKTOP-JP2TGUM,Desktop PC
Polar Vantage M 491D9D23,Wearable (Fitness Tracker)
LE-Bose Faust,Other
Echo Dot-0S5,Bluetooth Speaker
Galaxy S7,Smartphone
HUAWEI MediaPad T5,Tablet
Patrofonino,Smartphone
Nintendo RVL-CNT-01,Gaming Console
Ride SenseV01 BAEDFV31,Other
Fire di Luca,Other
Randolph,Other
Tablet Libri Uni Vinc,Tablet
1947S022052198,Other
N044W,Other
SumUp 058,Payment Device
HUAWEI WATCH GT-DEA,Wearable (Fitness Tracker)
Audi MMI 0794,Car
VW BT 6918,Car
Cristina Sanna ,Other
LAPTOP-04QGT4GG,Laptop
LATUACASA1,Other
DP_2_0_TOVHX161823,Other
Lazzaro Rc,Other
D3400_6359276,Other
Bluetooth Kit,Other
KDL-55W808,TV
Echo Dot-U6W,Bluetooth Speaker
SG2002,Other
polpetta,Other
Pokemon GO Plus,Other
dan hotspot,Other
Giorgia OPPO Reno2 Z,Smartphone
HUAWEI Band 2-7f0,Wearable (Fitness Tracker)
i7S,Other
B210_73143810,Other
HC93-B31,Other
L920_1230079620,Other
B210_73172524,Other
C1-02,Other
Audi UHV 1813,Car
T80,Other
H30,Other
OnePlus Nord N100,Smartphone
MI 8 Lite,Smartphone
DCS-8525LH-09B7,Other
XXZFJ184401768,Other
X19,Other
RedmiMine,Other
giornalgaio-HP-250-G6-Notebook,Laptop
Expert&Milk_FC59B04F42C2,Other
VW BT 7455,Car
mini speaker,Bluetooth Speaker
HONOR Band 5-6B3,Wearable (Fitness Tracker)
NinbusDalle,Other
HONOR Band 5-001,Wearable (Fitness Tracker)
HUAWEI P20 Eli,Smartphone
HONOR Band 5-09D,Wearable (Fitness Tracker)
RU5832162864,Other
MIScooter7890,Scooter
DP_2_0_TOVHT119529,Other
Honor View 10 Lite Axel,Smartphone
MacBook Air di Luca,Laptop
Polar H10 74FDF62C,Wearable (Fitness Tracker)
Polar Vantage M 5D25382E,Wearable (Fitness Tracker)
C11(ID-5049),Other
TV Unikow,TV
HUAWEI FreeLace Pro,Other
DP_2_1_TOGKX229497,Other
D8,Other
CITROEN             ,Car
Galaxy Tab S6 Lite di Francesc,Tablet
LE-Sputasuoni,Other
1811S022005434,Other
Kore 5th Doser,Other
LE-Bose John,Other
Echo Dot-25V,Bluetooth Speaker
IPXXJ173300474,Other
ASSIOMA48777U,Other
HUAWEI FIT-417,Wearable (Fitness Tracker)
Polar mobile 44284683,Wearable (Fitness Tracker)
Skp_BLE,Other
Ambrogio 4.0 Basic,Other
CR-27510,Other
LAPTOP-QG9C3ETG,Laptop
SONY KD-55XH8196,TV
LG webOS TV NANO916NA,TV
YS4-EU-MBA0290A,Other
SONY KD-43XH8196,TV
PHL-43PUS853512,TV
TV Samsung BET Series (43),TV
PLT BBGO410 BLE,Other
DOTS.bike,Other
AQL BOOSTCHARGE-L,Other
SANJUN-MUSIC,Other
HUAWEI WATCH GT-26D,Wearable (Fitness Tracker)
HONOR Band 5-7DE,Wearable (Fitness Tracker)
VW BT 9445,Car
HONOR Band 5-6E9,Wearable (Fitness Tracker)
bubi,Other
HONOR Band 5-3D2,Wearable (Fitness Tracker)
IWL250 81580003,Other
Eli s phone,Smartphone
Alebolo,Other
BCM43430A1,Other
iPhone di Tommaso,Smartphone
Oppo reno 2z,Smartphone
DP_2_0_TOVJX152723,Other
Monia,Other
order-it 01,Other
GT101,Other
1838S022020978,Other
Miriam p smart,Smartphone
LE-Bose vazquezâ¨,Other
apple (2),Other
Suunto 9. 200210003959,Wearable (Fitness Tracker)
Galaxy A7 (2019),Smartphone
SBSSNAP,Other
B210_73090571,Other
HUAWEI Band 2-9ec,Wearable (Fitness Tracker)
Sebabis,Other
Echo-57J,Bluetooth Speaker
LE-The Hillbilly Cat,Other
SumUp 049,Payment Device
K40,Other
BLE_Edge 1000,Other
GL019,Other
Audi MMI 6672,Car
Valter,Other
Anna,Other
Galaxy Fit2 (C15B),Wearable (Fitness Tracker)
TVTARAR FAST FOOD,TV
SmartBand_F772,Wearable (Fitness Tracker)
KW37H,Other
Audi MMI 5686,Car
Smart Control 2016,Other
N88_4F8A,Other
FMB120_5679679,Other
Clara Boneccher,Other
Galaxy Watch (0288) LE,Wearable (Fitness Tracker)
C e l  m a r c o ,Other
Galaxy Watch (829D) LE,Wearable (Fitness Tracker)
D2J185105978,Other
Dino ,Other
Echo Spot-2R4,Bluetooth Speaker
iPhone di Samuel,Smartphone
D3500_6289690,Other
TM-JOY,Other
1850S022035392,Other
Vb1-AgAhCw,Other
NGM FACILE Sempre,Other
honor Band 4R-722,Wearable (Fitness Tracker)
DESKTOP-OKIHSLS,Desktop PC
UniDrive2 06404478 v004,Other
HUAWEI Band 2-7a8,Wearable (Fitness Tracker)
SumUp 326,Payment Device
UA FP F4A3,Other
DESKTOP-PN1TVT7,Desktop PC
DORO6530,Smartphone
Pin+353,Other
17159A02173245AAD,Other
KD-65X8509C,TV
HUAWEI Band 4 Pro-4A9,Wearable (Fitness Tracker)
OLANESCUPC,Other
DP_2_1_TOGKX079446,Other
LAPTOP-4025LBND,Laptop
Adry,Other
BRAVIA 4K GB ATV3 2215,TV
Gear S3 (0F60) LE,Wearable (Fitness Tracker)
HUAWEI P10 lite8 ,Smartphone
Sofien labidi,Other
MacBook Air di Aurelia,Laptop
SBL 6 B2,Other
TV TV GIOVANNINI ,TV
B500_40169720,Other
Echo Show 5-WMK,Bluetooth Speaker
Elena ð¦,Other
Steel HR 83,Wearable (Fitness Tracker)
Sissi,Other
OPPO Reno Maddi,Smartphone
Parrot MINIKIT Neo 2 HD v1.08,Other
LE-Patrick s Bose QC35 II,Other
A900_40024040,Other
LG-A200,Other
ALEXXX,Other
SILVIA,Other
PC83,Other
iPad di Giovanni Bertoldo,Tablet
IWL250 81580020,Other
IWL250 83454042,Other
BlueUp-04-016462,Other
NBScooter0703,Scooter
IWL250 84161229,Other
Federico s iPhone,Smartphone
ACTIA BT,Other
MBT-RX,Other
Galaxy S20,Smartphone
TIM_BOX 4420,Other
mb_QtaqwcX,Other
mb_UuL4YJvc,Other
mb_hObaEhP,Other
mb_2tzZhobE,Other
LR12IS-069F3AN,Other
PHL-43PUS730312,TV
HUAWEI CUN-L21,Smartphone
PRO-TF300B,Other
MTKBTDEVICE,Other
LG CM2460(56),Bluetooth Speaker
ihoment_H6181_9C18,Other
BT1726,Other
DP_2_0_TOVHX143117,Other
Galaxy Watch (7346) LE,Wearable (Fitness Tracker)
UDM,Other
TV Samsung Q60 TV,TV
SBS TWIN BUDS,Other
B210_73116615,Other
Galaxy Watch Active (7FB3) LE,Wearable (Fitness Tracker)
LG SJ3(CC),Bluetooth Speaker
LAPTOP-NBRZ,Laptop
BlueUp-04-016472,Other
BlueUp-04-016470,Other
BlueUp-04-016469,Other
BlueUp-04-016471,Other
BlueUp-04-016473,Other
BlueUp-04-016647,Other
Onny uptempo (Zamil),Other
RF01P191540071,Other
ZEBRA,Other
LRBST25-050128N,Other
R307_ZEBRA_107,Other
R307_ZEBRA_106,Other
RF01P191563038,Other
DP_2_1_TOGLX062016,Other
SumUp 480,Payment Device
SumUp 200,Payment Device
Touch Two C5,Other
HUAWEI Band 3 Pro-CA7,Wearable (Fitness Tracker)
iPad di Carlotta,Tablet
IMC3000,Other
HONOR Band 5-949,Wearable (Fitness Tracker)
Sala ,Other
montre,Other
BlueUp-02-021259,Other
Ufficiale,Other
DCS-8525LH-14A6,Other
HUAWEI Band 3 Pro-000,Wearable (Fitness Tracker)
HONOR Band 5-305,Wearable (Fitness Tracker)
Galaxy Watch Active2(1197) LE,Wearable (Fitness Tracker)
TM-FIT 2.0,Other
HUAWEI Mate 10 Pro di Iris,Smartphone
VIFLYKOO,Other
SMA003d SN 2140004963 SN21400,Other
A1A-EU-MFA0696A,Other
Galaxy Watch (074D) LE,Wearable (Fitness Tracker)
1833S023021149,Other
iPhone di Giulia,Smartphone
SBH56 LE,Other
HUAWEI WATCH GT-608,Wearable (Fitness Tracker)
HUAWEI Band 4-C1F,Wearable (Fitness Tracker)
HUAWEI P9Dd,Smartphone
AW_GRS_BLEL,Other
Camera,Other
UTRAI AirOn 2,Other
HONOR Band 5-522,Wearable (Fitness Tracker)
S220d9143f4f653e4C,Other
Piero rompi,Other
Bryton Cadence,Other
eltonboss,Other
LAPTOP-2OIG51KO,Laptop
iMac di Fulvio ,Desktop PC
Le 2,Smartphone
TV Samsung 6 Series,TV
Vb1-AgAnEw,Other
KD-DB9BT      ,Other
Martin de la Cruz,Other
DP_2_1_TOGKY042002,Other
HONOR Band 5-45A,Wearable (Fitness Tracker)
DP_2_0_TOVHX157990,Other
DP_2_0_TOVHT201634,Other
DC Tandem,Other
DP_2_0_TOVJX106109,Other
SumUp 580,Payment Device
BC59,Other
Gear Sport (385C),Wearable (Fitness Tracker)
UPMINI,Other
ONEKICK URBAN,Other
HUAWEI Dani,Other
20012313-0005,Other
CS20X-3447,Other
D2-5F35,Other
LM716,Other
LE-reserved_c,Other
LE-bose air monica,Other
anatooth,Other
BeoPlay A2,Other
VW BT 0864,Car
LE-Yo,Other
HONOR Band 5-D75,Wearable (Fitness Tracker)
HUAWEI Band 4-A15,Wearable (Fitness Tracker)
iMac di Fabrizio,Desktop PC
Echo Dot-1AP,Bluetooth Speaker
Balance,Other
MIScooter2483,Scooter
HONOR Band 5-266,Wearable (Fitness Tracker)
iPad di Erica,Tablet
HUAWEI Band 3e-436,Wearable (Fitness Tracker)
VW3-EU-MBA3698A,Car
Inspire 2,Wearable (Fitness Tracker)
OP7,Smartphone
UFit,Wearable (Fitness Tracker)
VW BT 1021,Car
Telefono Cri,Smartphone
LG-C100,Smartphone
iPhone di Riccardo,Smartphone
LAPTOP-KBFR5EG0,Laptop
LG webOS TV OLED55GX6LA,TV
LAPTOP-NROPF352,Laptop
Gear Sport (D1C6) LE,Wearable (Fitness Tracker)
PXC 550-II,Other
IWL250 83454098,Other
IWL250 81580493,Other
K50,Other
BLADE,Other
CAD-BLE0634955,Other
PLT BBFIT2100 Series,Wearable (Fitness Tracker)
mjan12,Other
HR-Bonny,Other
X5pro,Other
XG-5.0,Other
F8B3C53C931630AAE9,Other
E434933CE889,Other
DIG-L01 (837)0,Smartphone
Q58_4AC4,Other
ST-WIRELESS,Other
B210_73158678,Other
E434933D36A8,Other
HONOR Band 5-3AE,Wearable (Fitness Tracker)
JKS.ZSY,Other
MINI CHARGE3+,Other
B3BA1951006921,Other
VW BT 5460,Car
saraceno,Other
HONOR Band 5-C8F,Wearable (Fitness Tracker)
Sced6f5e0dc07cef0C,Other
JBL TUNE225TWS-LE,Bluetooth Headphones
EASYFIT HR,Wearable (Fitness Tracker)
BlueUp-04-016483,Other
MACPHONE,Smartphone
LG CM4350(83),Bluetooth Speaker
YS4-EU-MAA0229A,Other
LAPTOP-NL2I5L08,Laptop
MacBook Pro di Roberto Gelso,Laptop
Redmi AirDots S,Bluetooth Headphones
DESKTOP-HKMB6M2,Desktop PC
H60-L04,Smartphone
HONOR Band 5-B29,Wearable (Fitness Tracker)
MB-527F15D,Other
AAA005,Other
Bianca,Other
Galaxy Watch (B4C3) LE,Wearable (Fitness Tracker)
HONOR Band 5-D6C,Wearable (Fitness Tracker)
DP_2_0_TOVJX154451,Other
LG CM1560(54),Bluetooth Speaker
Interphone TOUR BLE,Other
LAPTOP-R2CQVQH5,Laptop
Tronsmart Element Groove,Bluetooth Speaker
DP_2_1_TOGKX086210,Other
Polar H10 5D476C23,Wearable (Fitness Tracker)
Esperta_20730W81E04011820Zy,Other
casthotspot,Other
1820S023013762,Other
Somfy Indoor 0076B1042397,Other
Somfy Indoor 0076B10501C8,Other
vĂ­vosmart 3,Wearable (Fitness Tracker)
TIM_BOX 7056,Other
ihoment_H6159_71F8,Other
HONOR Band 5-F68,Wearable (Fitness Tracker)
Skoda Fabia,Car
MarcoZ,Other
HUAWEI P10 Vale,Smartphone
DP_2_0_TOVJX154563,Other
Galaxy Watch Active (7D4F) LE,Wearable (Fitness Tracker)
DP_2_0_TOVHT007382,Other
Galaxy S20+,Smartphone
AirPods di Roberto,Bluetooth Headphones
DP_2_1_TOGKX100340,Other
DP_2_1_TOGKX162958,Other
Audi Q8 Fedrigoli,Car
Baby,Other
Huawei del gio ,Smartphone
Triones-FFFF7001F4,Other
Skoda BT 6192,Car
LEGAMI,Other
otium,Other
LE-filippo auricolari,Bluetooth Headphones
HUAWEI Band 2-a13,Wearable (Fitness Tracker)
TV BITTY,TV
K9,Other
DP_2_0_TOVHX059720,Other
DP_2_1_TOGJX041729,Other
B4E553368F7230AEE9,Other
B910,Other
Qingping Alarm Clock,Other
DP_2_0_TOVHT010053,Other
VW BT 2844 TIGUAN,Car
VW BT 1941,Car
Ride SenseV01 BAEJHD23,Other
iPhone di Shevon,Smartphone
Decathlon Dual HR,Wearable (Fitness Tracker)
VW BT 0028,Car
VW BT 9810,Car
None BT ----,Other
Begoblue,Other
cateme!,Other
LAPTOP-TQG6JHT0,Laptop
TV casa,TV
RF01P191563463,Other
TM-JOY(ID-1159),Other
BLE TagX,Other
SoundBox Pro,Bluetooth Speaker
lime-931303293969,Other
LG webOS TV UH,TV
TV TV Soggiorno ,TV
M2-F72R,Other
TIM_BOX 8004,Other
B210_73102303,Other
BeyondTV nown,Other
UA FP BB2F,Other
WILLIAMEVALE,Other
B210_73114035,Other
WEI-01,Other
KDL-43W755,TV
DESKTOP-FMKGJ84,Desktop PC
Echo Show 5-885,Other
Carkit ,Other
Televizor Ã®n camera de zi,TV
Daikin Bluetooth,Other
Redmi di Andre,Smartphone
casa,Other
TIM_BOX 8477,Other
RF01P191613137,Other
B210_73131799,Other
LAPTOP-3SOJMT88,Laptop
Redmi di Concetta,Smartphone
BTWIN CAD-2941,Other
LG OM4560(CD),Bluetooth Speaker
HUAWEI P30 lite7834,Smartphone
N100,Other
renato P smart 2019 ,Smartphone
TV Samsung Home Zorzan Bene,TV
BalconeN,Other
LAPTOP-I4IMJTTT,Laptop
ZTE BLADE A530,Smartphone
P055 SkyQ EC202,Other
Redmi Note 4x,Smartphone
Mario 57,Other
SHEVON FERNANDO,Other
Domenico,Other
Robin Fernando ,Other
LG OM4560(24),Bluetooth Speaker
ihoment_H6159_09AB,Other
ihoment_H6159_294F,Other
Primo 366 by Doro,Other
LG FH6   (A8),Bluetooth Speaker
LDL-1406935-8A91E0D2,Other
DP_2_0_TOVJX120549,Other
Armor_6S,Other
VW BT 9705,Car
Huawei omaima,Smartphone
EST1034023,Other
joker mughalð¤¡ð,Other
Echo Show 5-2WM,Other
Google Home Bagno,Other
Stereo,Bluetooth Speaker
MyCar,Other
XXRBJ184203483,Other
Skoda BT 3949,Car
MINITECHS22B,Other
TVSamsung LED40 cord,TV
MI 8 (489)0,Smartphone
HUAWEI Band 2-e5e,Wearable (Fitness Tracker)
TV The Frame 43 CocÃ²,TV
LG SJ3(0A),Bluetooth Speaker
MOVETIME Smartwatch-FEB1,Wearable (Fitness Tracker)
HC93-84C,Other
SWTV,TV
Family power ðªðª,Other
HUAWEI Band 4-8AF,Wearable (Fitness Tracker)
TV Samsung 7 Series (65)Irin,TV
GLOBO_10614-12,Other
TIM_BOX ED84,Other
DP_2_0_TOVJT084351,Other
GT-S3650,Other
VW BT 4583,Car
ihoment_H6159_2BF4,Other
Earphones Urban 2,Bluetooth Headphones
JAZ SAMBA,Other
ASUS-DIEGO,Other
OPPO Luchi,Smartphone
Polar H7 B2E0AB19,Wearable (Fitness Tracker)
SSSeat,Other
iPhone di Roberto,Smartphone
View3luca,Smartphone
SBALK   Honor 10,Smartphone
TrilloPad9FF60020FEFF,Other
TV Giorgia,TV
HUAWEI Band 3 Pro-A2B,Wearable (Fitness Tracker)
lime-931303290925,Other
lime-931303289858,Other
BRC1H FE8A51,Other
VECETI,Other
Pigi,Other
RF01P191612273,Other
TIM_BOX 4750,Other
LRBST25-063710N,Other
TIM_BOX 6602,Other
BRAVIA 4K GB ATV3 3655,TV
kimiâs bose,Bluetooth Speaker
TV Samsung Q8 Series (65),TV
My Speaker F019,Bluetooth Speaker
I07,Other
Parrot MINIKIT Neo 2,Other
HP30 ,Other
IPXXJ172500205,Other
Martinað,Other
HUAWEI MARCO,Smartphone
Chromecast9719,Other
luciana,Other
LAPTOP-NIK70J8M,Laptop
Google Home Soggiorno,Other
TV Sala,TV
JuTai,Other
T50,Other
LG-SK1 (B7),Bluetooth Speaker
TV UE55J5500,TV
LG-RK1D(7E),Bluetooth Speaker
Redmi Note 7,Smartphone
HUAWEI Band 2-3af,Wearable (Fitness Tracker)
BRAVIA 4K GB ATV3 0187,TV
S5-600B,Other
S5-F3A0,Other
OC900-WOK-704380,Other
HUAWEI P smart cris,Smartphone
Eubiq BTS,Other
WebCube-2CA4,Other
Lefun,Other
LG SJ4(F6),Bluetooth Speaker
Galaxy J6 di Lyfna,Smartphone
DP_2_1_TOGKY094592,Other
Vittorio bellissimo,Other
Galaxy Fit2 (1DB2),Wearable (Fitness Tracker)
Doro2424,Other
GEOX_SPP,Other
BRC1H FDC7EF,Other
Telefono Mi9,Smartphone
= SERRA =,Other
WS-633BT,Other
LG CM1560(E4),Bluetooth Speaker
TV UE40J5500,TV
LAPTOP-P5MKVRQP,Laptop
DUKE S,Other
QYS_Bulb,Other
SW-500_LE,Other
FILMAR,Other
EssenzaTwo_009D6B5A9347,Other
BlackView A80Pro,Smartphone
TV Samsung 7 Series,TV
0015420191A3,Other
Vb1-AgArgA,Other
RN4678-D2C1,Other
TV Smart  James ,TV
AMICO MIO+ C,Other
TIM_BOX 7037,Other
TOUCH-PC,Other
CONTABILITA-AND,Other
82574551,Other
greghito san,Other
TIM_BOX 0374,Other
TIM_BOX 4231,Other
WH-CH510,Other
Triones-FFFF000083,Other
Galaxy A6+,Smartphone
Zheniiaâs iPhone,Smartphone
MPOW CRESCENT,Bluetooth Headphones
chrchrchr,Other
Air Lite,Other
lime-931303278122,Other
Mi TW Earphones Lite,Bluetooth Headphones
S55_Lite,Other
BT5.1  Mouse,Other
